Order_ID,Order_Date,Region,City,Category,Sub_Category,Sales,Quantity,Discount,Profit
ORD-10624,2022-08-23,WEST,Chicago,Furniture,Chairs,935.02,8,0.0,319.35
ORD-10625,2022-04-17,Central,New York,Technology,Paper,565.99,8,0.0,97.3
ORD-10626,2022-07-10,Central,San Jose,Furniture,Storage,704.55,5,0.3,257.84
ORD-10627,2022-01-18,South,San Antonio,furniture,Phones,1126.26,9,,-24.98
ORD-10628,2022-08-14,WEST,New York,Technology,Paper,74.29,1,0.3,15.95
ORD-10629,2022-06-16,east,Dallas,Technology,Machines,393.61,4,0.1,-39.25
ORD-10630,2022-03-12,West,New York,Furniture,Tables,1075.76,3,0.3,253.7
ORD-10631,2022-12-28,East,San Antonio,Office Supplies,Storage,1344.91,2,0.0,413.59
ORD-10632,2022-02-23,East,Los Angeles,Furniture,Tables,777.28,8,0.3,156.2
ORD-10633,2022-09-02,east,Houston,Office Supplies,Storage,807.53,7,0.2,7.86
ORD-10634,2022-12-16,Central,,furniture,Paper,178.61,9,0.1,-23.43
ORD-10635,2022-03-17,Central,Chicago,Technology,Accessories,682.17,2,0.3,-53.43
ORD-10636,2022-02-04,Central,Phoenix,Technology,Accessories,808.27,4,0.0,180.55
ORD-10637,2022-09-24,WEST,Dallas,Furniture,Storage,378.86,6,0.1,155.58
ORD-10638,2022-11-13,Central,New York,Furniture,Phones,418.48,3,0.0,
ORD-10639,2022-10-27,Central,Los Angeles,furniture,Tables,578.38,8,,168.32
ORD-10640,2022-05-01,WEST,San Antonio,furniture,Machines,49.71,3,0.2,18.39
ORD-10641,2022-11-20,WEST,Los Angeles,Office Supplies,Binders,496.68,2,,80.73
ORD-10642,2022-01-25,east,Los Angeles,furniture,Storage,332.94,3,0.2,83.75
ORD-10643,2022-06-09,South,San Antonio,furniture,Storage,504.7,6,0.3,171.1
ORD-10644,2022-03-25,WEST,Phoenix,furniture,Accessories,197.25,2,0.1,1.26
ORD-10645,2022-04-24,West,San Antonio,furniture,Chairs,1337.98,8,0.3,37.65
ORD-10646,2022-08-11,Central,Phoenix,Office Supplies,Paper,898.52,1,0.2,-134.44
ORD-10647,2022-06-15,South,San Antonio,furniture,Accessories,1025.07,7,0.2,438.58
ORD-10648,2022-07-10,East,New York,Office Supplies,Tables,1187.97,2,0.2,475.81
ORD-10649,2022-06-24,east,Phoenix,Furniture,Accessories,757.69,6,0.0,233.93
ORD-10650,2022-01-01,South,New York,Technology,Binders,148.64,2,0.1,-15.24
ORD-10651,2022-08-17,WEST,Dallas,Furniture,Phones,814.92,2,0.3,96.57
ORD-10652,2022-03-27,Central,Phoenix,furniture,Paper,888.52,8,0.3,
ORD-10653,2022-03-03,Central,Phoenix,Technology,Binders,1123.25,2,,-157.76
ORD-10654,2022-11-16,Central,San Antonio,furniture,Phones,658.86,7,0.2,144.76
ORD-10655,2022-07-25,South,Phoenix,furniture,Binders,208.82,3,0.2,89.06
ORD-10656,2022-04-15,Central,New York,Furniture,Machines,439.99,8,0.2,172.35
ORD-10657,2022-11-14,WEST,San Jose,furniture,Paper,557.36,7,0.3,149.4
ORD-10658,2022-10-18,South,Dallas,Furniture,Accessories,975.96,8,,-89.8
ORD-10659,2022-09-07,Central,San Jose,furniture,Binders,864.75,7,0.0,12.54
ORD-10660,2022-01-13,East,San Antonio,Office Supplies,Accessories,547.02,6,0.1,22.99
ORD-10661,2022-06-12,East,Chicago,Technology,Paper,1480.04,7,0.0,455.69
ORD-10662,2022-02-12,West,Dallas,Furniture,Accessories,916.55,5,0.3,303.7
ORD-10663,2022-04-21,Central,San Jose,Furniture,Tables,371.1,7,0.2,30.08
ORD-10664,2022-07-24,Central,Dallas,Technology,Accessories,170.64,1,0.1,17.19
ORD-10665,2022-09-13,South,San Jose,Furniture,Chairs,246.23,1,0.3,-30.36
ORD-10666,2022-11-03,South,New York,Technology,Binders,384.02,9,0.3,9.02
ORD-10667,2022-05-24,Central,San Jose,Office Supplies,Paper,257.81,5,0.3,31.14
ORD-10668,2022-05-26,West,Dallas,furniture,Storage,296.12,5,0.1,-23.63
ORD-10669,2022-10-28,Central,Chicago,Office Supplies,Storage,441.94,3,0.1,53.9
ORD-10670,2022-06-13,WEST,Los Angeles,furniture,Storage,276.59,5,,100.1
ORD-10671,2022-06-18,South,San Antonio,Technology,Paper,1347.21,3,,267.82
ORD-10672,2022-10-25,Central,Los Angeles,Office Supplies,Chairs,138.75,9,0.0,-14.24
ORD-10673,2022-08-21,South,San Antonio,furniture,Accessories,796.28,9,0.1,-27.87
ORD-10674,2022-09-28,Central,Dallas,Technology,Binders,627.39,6,0.1,84.53
ORD-10675,2022-03-01,east,San Antonio,furniture,Phones,1473.92,1,0.1,98.59
ORD-10676,2022-10-23,South,San Jose,Furniture,Phones,185.82,7,,12.12
ORD-10677,2022-08-23,West,New York,Furniture,Paper,608.83,7,0.3,102.02
ORD-10678,2022-06-14,east,Chicago,Technology,Tables,1454.82,4,0.2,291.89
ORD-10679,2022-07-13,WEST,San Antonio,furniture,Chairs,1300.95,8,,426.86
ORD-10680,2022-08-22,Central,Chicago,Furniture,Binders,1229.27,6,0.1,67.09
ORD-10681,2022-07-02,WEST,San Antonio,Office Supplies,Accessories,401.7,4,,133.88
ORD-10682,2022-11-29,South,Chicago,furniture,Storage,272.91,4,0.0,14.51
ORD-10683,2022-08-20,east,Los Angeles,furniture,Chairs,1009.59,2,0.1,-117.86
ORD-10684,2022-12-27,WEST,New York,Furniture,Chairs,1395.48,2,0.0,254.69
ORD-10685,2022-04-17,West,San Antonio,Furniture,Binders,844.01,4,0.1,171.12
ORD-10686,2022-08-11,South,Houston,Technology,Paper,865.99,5,,355.68
ORD-10687,2022-03-21,east,Chicago,furniture,Accessories,434.37,8,0.3,124.07
ORD-10688,2022-08-22,WEST,Chicago,Office Supplies,Machines,1158.85,6,0.2,464.31
ORD-10689,2022-07-03,east,San Jose,Furniture,Machines,296.82,4,0.0,117.25
ORD-10690,2022-07-04,east,Houston,furniture,Paper,499.05,7,,106.17
ORD-10691,2022-05-14,WEST,New York,Furniture,Paper,649.65,8,0.3,108.27
ORD-10692,2022-08-08,East,Chicago,Technology,Tables,771.26,2,,142.27
ORD-10693,2022-10-15,Central,New York,furniture,Paper,378.77,7,0.0,165.52
ORD-10694,2022-12-30,South,Chicago,furniture,Accessories,,2,0.2,59.63
ORD-10695,2022-07-21,South,Dallas,Technology,Tables,923.72,2,,-79.66
ORD-10696,2022-05-26,South,Phoenix,Office Supplies,Machines,447.17,8,0.1,
ORD-10697,2022-11-20,east,Dallas,Furniture,Tables,880.23,2,0.3,-41.97
ORD-10698,2022-05-07,WEST,Chicago,Technology,Storage,248.46,9,,29.42
ORD-10699,2022-05-15,Central,Phoenix,furniture,Storage,732.09,1,0.3,-17.37
ORD-10700,2022-04-24,West,San Antonio,Technology,Machines,808.23,9,0.1,213.17
ORD-10701,2022-09-21,South,New York,furniture,Binders,96.7,1,0.2,
ORD-10702,2022-03-05,WEST,Chicago,Technology,Machines,518.17,2,0.2,12.55
ORD-10703,2022-05-15,Central,San Jose,Office Supplies,Accessories,218.93,6,0.1,-22.07
ORD-10704,2022-02-10,Central,Los Angeles,furniture,Paper,113.79,6,0.3,3.31
ORD-10705,2022-10-23,East,San Jose,Technology,Tables,1485.14,1,,376.36
ORD-10706,2022-01-03,WEST,Los Angeles,Office Supplies,Binders,497.08,7,0.1,23.49
ORD-10707,2022-07-13,South,Houston,Office Supplies,Tables,1218.61,8,0.0,20.55
ORD-10708,2022-04-20,east,Los Angeles,Furniture,Chairs,396.87,2,0.3,-15.61
ORD-10709,2022-08-09,Central,Phoenix,furniture,Phones,1028.62,8,0.2,152.76
ORD-10710,2022-01-04,Central,Los Angeles,Furniture,Phones,1145.14,9,0.1,17.83
ORD-10711,2022-09-01,West,Los Angeles,Office Supplies,Tables,901.55,6,0.2,260.19
ORD-10712,2022-06-15,East,Los Angeles,Furniture,Binders,717.93,5,0.3,-74.68
ORD-10713,2022-01-26,Central,Chicago,Furniture,Machines,629.52,9,0.2,156.39
ORD-10714,2022-01-17,Central,Houston,Technology,Storage,536.33,9,0.1,-4.0
ORD-10715,2022-08-04,east,New York,Furniture,Accessories,1395.7,1,0.3,200.38
ORD-10716,2022-04-02,east,Houston,Office Supplies,Tables,1249.32,3,0.0,27.05
ORD-10717,2022-01-31,West,San Jose,Furniture,Tables,1448.24,9,0.1,410.81
ORD-10718,2022-07-24,WEST,Phoenix,furniture,Accessories,203.96,2,,85.09
ORD-10719,2022-07-26,West,Chicago,Technology,Machines,1101.68,4,0.1,440.94
ORD-10720,2022-04-17,West,San Antonio,Office Supplies,Paper,1408.74,4,0.3,281.83
ORD-10721,2022-05-26,east,Chicago,Furniture,Storage,288.22,2,0.1,36.77
ORD-10722,2022-04-11,WEST,Dallas,furniture,Tables,118.41,3,0.0,40.38
ORD-10723,2022-11-14,east,Los Angeles,Office Supplies,Chairs,1116.86,3,0.0,290.38
ORD-10724,2022-08-29,East,San Jose,Furniture,Storage,870.22,1,,-34.69
ORD-10725,2022-09-04,South,Los Angeles,Technology,Chairs,1265.91,6,0.2,433.64
ORD-10726,2022-06-12,South,Phoenix,Furniture,Phones,226.86,8,0.3,24.35
ORD-10727,2022-06-22,East,San Antonio,Office Supplies,Accessories,1197.0,3,0.3,-43.82
ORD-10728,2022-02-04,South,San Jose,Office Supplies,Storage,318.41,5,0.2,6.07
ORD-10729,2022-10-11,WEST,,Office Supplies,Paper,262.21,1,0.0,2.76
ORD-10730,2022-12-25,east,Chicago,furniture,Storage,263.11,7,0.0,42.5
ORD-10731,2022-12-24,South,San Antonio,Furniture,Binders,1225.57,1,0.1,-11.49
ORD-10732,2022-01-21,WEST,New York,Furniture,Binders,1004.49,9,,-76.2
ORD-10733,2022-11-04,east,Houston,Furniture,Accessories,794.14,8,,-60.18
ORD-10734,2022-06-12,WEST,Chicago,Technology,Paper,551.07,7,,110.2
ORD-10735,2022-04-07,East,San Antonio,furniture,Storage,1318.26,7,0.1,383.42
ORD-10736,2022-11-03,West,New York,furniture,Machines,600.82,5,,25.79
ORD-10737,2022-12-05,East,New York,Technology,Phones,1228.57,5,0.2,-158.74
ORD-10738,2022-02-24,South,Dallas,furniture,Paper,669.92,5,0.1,-49.35
ORD-10739,2022-11-29,east,Dallas,Technology,Tables,577.88,1,0.2,230.47
ORD-10740,2022-05-07,WEST,Houston,Office Supplies,Accessories,704.77,8,0.1,102.99
ORD-10741,2022-07-12,South,New York,Office Supplies,Machines,466.04,1,,56.92
ORD-10742,2022-08-31,South,San Jose,furniture,Paper,,4,0.2,-143.25
ORD-10743,2022-12-15,West,Phoenix,Office Supplies,Accessories,764.03,9,0.2,219.42
ORD-10744,2022-03-29,South,New York,Office Supplies,Paper,363.67,9,0.2,60.68
ORD-10745,2022-12-02,West,San Antonio,Office Supplies,Binders,1351.37,5,0.1,-38.85
ORD-10746,2022-08-03,east,Dallas,Furniture,Phones,588.16,4,0.3,-49.38
ORD-10747,2022-04-02,east,Phoenix,Office Supplies,Accessories,824.46,3,,65.98
ORD-10748,2022-10-30,WEST,San Jose,Furniture,Phones,1361.58,3,0.2,479.68
ORD-10749,2022-08-23,West,Dallas,Technology,Accessories,943.87,5,0.3,348.45
ORD-10750,2022-07-03,East,San Jose,Technology,Binders,193.01,1,,40.86
ORD-10751,2022-02-07,east,Dallas,Technology,Tables,1410.95,5,,404.27
ORD-10752,2022-05-19,WEST,Dallas,Technology,Machines,949.01,6,0.2,
ORD-10753,2022-07-14,East,New York,Technology,Binders,515.66,7,0.2,104.61
ORD-10754,2022-01-15,east,Los Angeles,Office Supplies,Accessories,226.12,9,0.1,56.57
ORD-10755,2022-09-14,east,New York,Office Supplies,Phones,1195.16,3,0.3,-35.34
ORD-10756,2022-05-15,WEST,Dallas,Office Supplies,Chairs,937.71,2,0.3,354.54
ORD-10757,2022-01-01,WEST,Phoenix,Technology,Binders,809.52,3,0.2,-26.72
ORD-10758,2022-02-18,Central,New York,Technology,Phones,1342.96,9,,51.15
ORD-10759,2022-04-06,South,Dallas,Furniture,Paper,1187.12,7,0.2,263.94
ORD-10760,2022-07-20,South,Dallas,furniture,Paper,244.48,9,,56.97
ORD-10761,2022-01-26,East,New York,Office Supplies,Binders,481.35,2,,129.79
ORD-10762,2022-12-09,South,New York,furniture,Accessories,387.76,5,0.2,-32.1
ORD-10763,2022-08-23,East,Phoenix,Technology,Paper,1121.04,4,0.0,403.21
ORD-10764,2022-12-15,east,San Jose,Technology,Phones,69.63,2,0.3,11.82
ORD-10765,2022-09-01,Central,New York,Technology,Machines,863.44,9,,114.66
ORD-10766,2022-12-24,Central,Houston,furniture,Tables,1148.44,9,,503.77
ORD-10767,2022-11-23,east,San Antonio,Furniture,Phones,1317.61,6,0.0,387.68
ORD-10768,2022-12-17,WEST,Houston,Technology,Paper,526.28,6,0.1,-41.68
ORD-10769,2022-02-20,West,Phoenix,Furniture,Paper,1235.46,8,0.0,375.49
ORD-10770,2022-03-22,West,Los Angeles,Furniture,Storage,183.73,6,0.0,-17.06
ORD-10771,2022-02-05,South,Houston,Office Supplies,Chairs,1272.75,1,,-169.93
ORD-10772,2022-03-08,WEST,San Jose,furniture,Accessories,208.68,4,0.3,19.24
ORD-10773,2022-05-09,East,Dallas,Technology,Phones,607.99,7,0.0,271.25
ORD-10774,2022-06-04,Central,San Antonio,Furniture,Paper,1200.0,2,0.1,-54.08
ORD-10775,2022-09-02,South,Chicago,furniture,Accessories,241.88,9,0.2,61.34
ORD-10776,2022-04-21,east,San Antonio,furniture,Binders,359.29,8,0.0,-16.51
ORD-10777,2022-06-17,WEST,Houston,Technology,Binders,1088.93,8,0.0,310.21
ORD-10778,2022-05-22,Central,Chicago,Office Supplies,Phones,1085.65,7,0.1,166.33
ORD-10779,2022-12-22,East,Phoenix,Office Supplies,Storage,968.9,4,0.3,249.96
ORD-10780,2022-07-16,East,San Jose,Furniture,Paper,1047.04,2,0.0,-29.61
ORD-10781,2022-04-19,West,San Antonio,Office Supplies,Phones,823.23,3,0.0,244.81
ORD-10782,2022-03-20,South,Los Angeles,Office Supplies,Tables,392.66,6,0.3,175.66
ORD-10783,2022-06-10,east,Chicago,Office Supplies,Storage,531.63,5,0.1,132.58
ORD-10784,2022-01-19,Central,Chicago,furniture,Paper,288.76,8,0.0,42.18
ORD-10785,2022-05-07,East,San Antonio,Technology,Paper,1364.51,6,0.3,551.13
ORD-10786,2022-07-24,Central,Houston,furniture,Accessories,883.42,6,0.0,-124.11
ORD-10787,2022-01-29,east,Chicago,furniture,Phones,613.26,1,0.2,176.59
ORD-10788,2022-07-26,Central,Phoenix,Technology,Paper,,4,,269.72
ORD-10789,2022-10-07,South,San Antonio,furniture,Accessories,1421.98,5,0.2,-160.68
ORD-10790,2022-05-31,West,Phoenix,Furniture,Paper,,3,0.0,29.64
ORD-10791,2022-08-28,Central,San Antonio,Furniture,Chairs,887.62,9,0.1,-24.12
ORD-10792,2022-09-23,WEST,Phoenix,furniture,Storage,768.72,1,,145.99
ORD-10793,2022-07-01,West,Houston,Office Supplies,Phones,924.95,6,0.2,221.73
ORD-10794,2022-04-15,east,San Antonio,furniture,Chairs,46.8,6,0.3,1.48
ORD-10795,2022-08-24,West,San Jose,Office Supplies,Phones,1310.74,5,0.1,165.14
ORD-10796,2022-06-22,Central,Dallas,furniture,Tables,1399.54,5,0.2,24.64
ORD-10797,2022-06-07,Central,Los Angeles,Furniture,Binders,856.4,5,0.3,61.35
ORD-10798,2022-06-21,WEST,Houston,Office Supplies,Machines,1051.04,6,0.0,-57.05
ORD-10799,2022-11-07,East,Phoenix,Furniture,Accessories,1385.3,8,0.3,528.26
ORD-10800,2022-06-06,WEST,San Jose,furniture,Phones,1066.71,2,0.2,-153.6
ORD-10801,2022-09-15,Central,San Antonio,Technology,Storage,245.76,6,0.2,93.25
ORD-10802,2022-06-13,West,Houston,Office Supplies,Phones,872.91,1,0.0,168.48
ORD-10803,2022-05-27,WEST,Phoenix,Office Supplies,Phones,917.94,4,0.3,44.97
ORD-10804,2022-06-03,WEST,New York,furniture,Phones,647.71,3,0.3,183.84
ORD-10805,2022-02-07,East,New York,furniture,Machines,1109.94,9,0.0,171.65
ORD-10806,2022-05-11,Central,Chicago,Office Supplies,Paper,1402.86,3,0.3,209.68
ORD-10807,2022-12-24,Central,Los Angeles,Technology,Phones,1389.84,6,0.0,-116.63
ORD-10808,2022-09-12,east,New York,furniture,Paper,687.24,1,0.1,57.53
ORD-10809,2022-07-27,East,Dallas,furniture,Storage,187.59,6,0.2,-1.01
ORD-10810,2022-04-05,east,Phoenix,furniture,Storage,1477.56,4,0.1,-207.72
ORD-10811,2022-12-14,east,Houston,Technology,Phones,1261.57,8,,83.34
ORD-10812,2022-11-23,east,San Antonio,Office Supplies,Paper,204.5,9,,-19.65
ORD-10813,2022-06-20,South,Houston,Furniture,Binders,1382.85,4,,5.67
ORD-10814,2022-09-07,east,Chicago,furniture,Phones,1307.45,6,0.0,
ORD-10815,2022-07-09,WEST,San Jose,Technology,Accessories,787.88,1,0.3,-70.46
ORD-10816,2022-07-18,West,Houston,Office Supplies,Accessories,895.09,4,0.1,-27.38
ORD-10817,2022-08-09,WEST,,Office Supplies,Storage,610.52,7,0.1,274.68
ORD-10818,2022-01-24,WEST,Houston,Technology,Machines,101.05,1,0.1,-15.03
ORD-10819,2022-09-01,Central,New York,furniture,Accessories,516.09,8,0.1,120.35
ORD-10820,2022-11-20,South,New York,Furniture,Accessories,1208.22,6,,-78.84
ORD-10821,2022-05-08,east,Los Angeles,furniture,Tables,26.86,5,0.1,10.81
ORD-10822,2022-04-03,Central,Chicago,Office Supplies,Phones,513.58,9,0.3,-48.18
ORD-10823,2022-10-27,East,Dallas,Furniture,Phones,609.29,2,,257.75
ORD-10824,2022-05-13,East,Dallas,furniture,Phones,815.35,5,0.1,176.57
ORD-10825,2022-02-24,Central,Phoenix,Furniture,Phones,1381.39,6,0.0,-206.16
ORD-10826,2022-06-07,West,Dallas,Technology,Chairs,532.59,7,0.2,205.8
ORD-10827,2022-01-29,Central,New York,furniture,Phones,533.49,5,0.2,86.97
ORD-10828,2022-07-30,Central,San Antonio,Office Supplies,Machines,1111.5,9,0.2,8.45
ORD-10829,2022-06-03,South,Chicago,Office Supplies,Paper,689.28,1,,213.93
ORD-10830,2022-10-20,East,Phoenix,Furniture,Storage,352.42,7,0.1,143.08
ORD-10831,2022-08-10,East,Dallas,Technology,Paper,689.61,7,,
ORD-10832,2022-04-25,east,Dallas,furniture,Machines,228.47,4,0.3,8.99
ORD-10833,2022-06-07,WEST,San Antonio,Technology,Storage,281.05,9,0.0,90.88
ORD-10834,2022-09-16,Central,Houston,Technology,Chairs,757.58,5,0.0,196.27
ORD-10835,2022-09-08,Central,Chicago,Furniture,Phones,640.01,4,0.2,245.28
ORD-10836,2022-05-02,West,San Antonio,Furniture,Binders,1373.97,7,0.2,364.8
ORD-10837,2022-10-26,East,Dallas,furniture,Paper,556.34,4,0.2,-2.16
ORD-10838,2022-09-20,West,Chicago,Office Supplies,Phones,879.27,3,0.1,359.62
ORD-10839,2022-02-18,South,Chicago,furniture,Storage,955.75,9,0.3,-83.24
ORD-10840,2022-11-25,east,Dallas,Technology,Paper,39.38,8,0.3,0.42
ORD-10841,2022-10-24,West,Houston,Furniture,Tables,1002.04,1,0.3,162.45
ORD-10842,2022-12-28,East,Houston,Technology,Accessories,283.49,7,0.3,53.71
ORD-10843,2022-03-18,South,Dallas,Furniture,Tables,1442.38,9,0.2,-203.11
ORD-10844,2022-05-07,Central,Chicago,Office Supplies,Binders,240.02,8,0.0,76.41
ORD-10845,2022-07-16,South,San Antonio,Technology,Phones,633.64,8,0.2,42.43
ORD-10846,2022-08-09,WEST,Los Angeles,Furniture,Chairs,146.32,6,0.3,13.73
ORD-10847,2022-04-01,West,New York,furniture,Phones,1495.37,4,0.2,501.88
ORD-10848,2022-01-08,East,Houston,furniture,Binders,763.25,8,0.3,59.21
ORD-10849,2022-02-01,West,Dallas,furniture,Binders,901.17,3,,-109.64
ORD-10850,2022-11-16,Central,San Jose,Technology,Accessories,119.27,9,0.0,-5.26
ORD-10851,2022-09-26,Central,Los Angeles,Furniture,Binders,1129.94,2,,478.58
ORD-10852,2022-07-10,East,Houston,Furniture,Tables,330.66,2,0.1,-35.63
ORD-10853,2022-12-15,WEST,San Jose,Furniture,Accessories,1349.12,7,0.2,84.94
ORD-10854,2022-06-12,east,Chicago,Technology,Phones,323.61,4,0.1,49.16
ORD-10855,2022-03-02,South,Dallas,Furniture,Paper,302.22,8,0.2,44.11
ORD-10856,2022-09-21,South,Los Angeles,Office Supplies,Phones,74.09,9,,-10.94
ORD-10857,2022-10-12,Central,Dallas,Technology,Chairs,718.66,7,0.3,108.3
ORD-10858,2022-04-05,West,San Antonio,Office Supplies,Binders,855.96,5,0.3,68.7
ORD-10859,2022-02-10,West,San Antonio,Office Supplies,Binders,117.25,8,0.2,50.8
ORD-10860,2022-05-29,WEST,Phoenix,furniture,Storage,1167.78,4,0.3,-63.65
ORD-10861,2022-07-23,east,New York,Technology,Accessories,690.87,2,,43.17
ORD-10862,2022-09-24,West,New York,Furniture,Storage,796.1,6,0.3,80.95
ORD-10863,2022-01-02,South,Houston,Office Supplies,Accessories,672.33,9,,56.76
ORD-10864,2022-06-27,West,New York,Technology,Tables,613.13,1,0.1,152.98
ORD-10865,2022-07-13,east,Dallas,Furniture,Accessories,848.27,7,,-17.55
ORD-10866,2022-12-02,South,Dallas,furniture,Phones,249.76,9,0.0,-4.34
ORD-10867,2022-07-15,West,Phoenix,Technology,Chairs,289.25,9,0.0,83.17
ORD-10868,2022-12-09,South,San Jose,Technology,Paper,1295.44,3,0.0,194.54
ORD-10869,2022-09-06,Central,San Antonio,Technology,Accessories,1420.25,5,0.2,140.74
ORD-10870,2022-07-31,Central,San Jose,Furniture,Accessories,572.5,8,0.2,-27.75
ORD-10871,2022-06-02,WEST,San Jose,Office Supplies,Accessories,420.7,8,0.2,-15.77
ORD-10872,2022-06-07,Central,Los Angeles,Office Supplies,Chairs,973.12,4,,-139.81
ORD-10873,2022-12-28,West,Los Angeles,Technology,Binders,624.93,1,0.2,-59.46
ORD-10874,2022-05-19,east,San Antonio,Technology,Chairs,57.57,1,0.1,10.6
ORD-10875,2022-08-09,South,Chicago,Furniture,Machines,251.11,4,0.0,96.71
ORD-10876,2022-09-30,East,San Antonio,furniture,Machines,1079.64,6,,24.07
ORD-10877,2022-06-03,Central,Los Angeles,Technology,Machines,995.21,8,0.0,46.42
ORD-10878,2022-09-06,Central,San Jose,Technology,Binders,60.1,6,0.2,-4.85
ORD-10879,2022-10-06,East,Houston,furniture,Machines,348.52,9,,28.99
ORD-10880,2022-10-31,East,Phoenix,Technology,Paper,361.99,9,0.3,-46.21
ORD-10881,2022-10-03,West,San Jose,Office Supplies,Phones,1014.4,2,0.1,406.33
ORD-10882,2022-01-02,South,San Antonio,Technology,Chairs,49.17,1,0.2,12.48
ORD-10883,2022-03-29,Central,Chicago,Office Supplies,Binders,174.08,2,0.2,77.37
ORD-10884,2022-10-14,east,San Jose,Furniture,Phones,1203.88,5,0.1,457.11
ORD-10885,2022-05-10,West,Houston,Furniture,Phones,284.25,4,0.1,38.03
ORD-10886,2022-03-19,West,San Antonio,Office Supplies,Binders,986.06,4,0.3,159.56
ORD-10887,2022-09-17,east,Houston,Office Supplies,Machines,372.51,9,0.2,-13.28
ORD-10888,2022-08-29,east,San Jose,furniture,Binders,167.17,8,0.2,21.27
ORD-10889,2022-05-21,WEST,San Antonio,Office Supplies,Tables,379.89,6,0.0,148.85
ORD-10890,2022-08-16,east,Houston,Office Supplies,Phones,1088.96,1,,-130.12
ORD-10891,2022-06-12,East,Dallas,Technology,Binders,1286.43,2,,473.58
ORD-10892,2022-08-24,Central,New York,furniture,Phones,1248.73,6,0.0,68.14
ORD-10893,2022-05-08,WEST,Houston,Office Supplies,Machines,607.83,2,,236.88
ORD-10894,2022-07-19,East,Dallas,Office Supplies,Chairs,1008.77,5,0.1,418.16
ORD-10895,2022-01-31,WEST,San Jose,Office Supplies,Paper,323.38,5,,81.66
ORD-10896,2022-05-18,Central,New York,Technology,Storage,453.86,6,,112.85
ORD-10897,2022-01-21,WEST,Los Angeles,Technology,Machines,1346.58,6,0.0,163.81
ORD-10898,2022-08-22,East,New York,Technology,Storage,39.24,6,0.3,13.79
ORD-10899,2022-07-21,South,Houston,Furniture,Accessories,146.55,2,,62.57
ORD-10900,2022-10-06,Central,Phoenix,Technology,Binders,327.67,3,,103.23
ORD-10901,2022-05-11,West,Phoenix,Office Supplies,Binders,59.27,6,0.3,13.23
ORD-10902,2022-05-28,Central,Los Angeles,Technology,Machines,288.52,8,0.0,61.77
ORD-10903,2022-01-29,Central,Houston,Technology,Phones,882.9,1,0.3,317.56
ORD-10904,2022-12-27,Central,New York,furniture,Machines,643.71,1,0.0,112.47
ORD-10905,2022-11-04,South,Phoenix,Office Supplies,Accessories,1341.15,2,0.1,445.69
ORD-10906,2022-06-11,East,San Antonio,Technology,Machines,1229.82,6,0.0,191.03
ORD-10907,2022-12-23,West,Chicago,Furniture,Binders,525.89,9,0.1,-59.18
ORD-10908,2022-12-06,East,Houston,furniture,Machines,403.95,4,0.1,32.46
ORD-10909,2022-03-02,WEST,Dallas,Technology,Phones,581.94,3,0.0,67.89
ORD-10910,2022-05-05,WEST,Dallas,furniture,Binders,893.64,8,0.2,-58.11
ORD-10911,2022-03-12,WEST,San Antonio,furniture,Phones,416.73,9,0.0,-36.88
ORD-10912,2022-11-22,East,San Antonio,Furniture,Machines,943.74,5,,161.64
ORD-10913,2022-12-30,east,Houston,Furniture,Binders,625.93,9,,-61.91
ORD-10914,2022-08-31,South,Chicago,Furniture,Tables,837.03,2,0.2,26.59
ORD-10915,2022-09-06,east,Phoenix,Office Supplies,Paper,665.47,3,0.1,197.48
ORD-10916,2022-08-09,WEST,Chicago,furniture,Phones,455.81,7,0.2,195.39
ORD-10917,2022-01-21,South,Los Angeles,Technology,Paper,1423.71,7,,399.67
ORD-10918,2022-03-23,East,New York,Furniture,Tables,1150.14,6,0.2,512.47
ORD-10919,2022-12-10,WEST,New York,Furniture,Tables,227.37,6,0.0,61.16
ORD-10920,2022-01-10,East,San Antonio,furniture,Tables,1305.33,2,0.2,34.3
ORD-10921,2022-01-12,South,Phoenix,furniture,Tables,741.4,6,0.1,187.75
ORD-10922,2022-09-20,East,Chicago,furniture,Chairs,1343.94,4,0.0,364.6
ORD-10923,2022-05-25,East,San Antonio,Technology,Paper,1203.79,3,0.3,87.92
ORD-10924,2022-07-11,West,Houston,Office Supplies,Machines,649.32,2,,-90.5
ORD-10925,2022-09-07,east,San Antonio,Office Supplies,Accessories,53.25,1,,14.48
ORD-10926,2022-04-24,east,Houston,Furniture,Machines,417.64,5,0.2,-57.21
ORD-10927,2022-01-26,east,Houston,Office Supplies,Machines,821.62,2,0.0,187.92
ORD-10928,2022-09-28,Central,Los Angeles,Technology,Paper,957.55,2,0.3,-49.63
ORD-10929,2022-02-02,West,Los Angeles,Office Supplies,Machines,401.67,7,0.0,76.06
ORD-10930,2022-03-03,WEST,Houston,Technology,Storage,226.25,8,,34.47
ORD-10931,2022-08-17,WEST,San Jose,Furniture,Chairs,1255.7,8,0.0,-178.17
ORD-10932,2022-10-30,WEST,Phoenix,furniture,Machines,1476.92,4,0.3,100.02
ORD-10933,2022-04-05,east,Los Angeles,Technology,Binders,798.02,1,0.2,168.11
ORD-10934,2022-02-04,east,Los Angeles,furniture,Machines,274.09,7,0.1,98.44
ORD-10935,2022-07-12,West,New York,Furniture,Binders,423.01,1,0.0,162.09
